Entity,Date,Partially_vaccinated,Fully_vaccinated,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Malaysia,24/02/2021,61,3,0,0
Malaysia,25/02/2021,1207,5,0,0
Malaysia,26/02/2021,5265,8,0.02,0
Malaysia,27/02/2021,11957,14,0.04,0
Malaysia,28/02/2021,18665,19,0.06,0
Malaysia,1/3/2021,34050,25,0.1,0
Malaysia,2/3/2021,55731,30,0.17,0
Malaysia,3/3/2021,78412,36,0.24,0
Malaysia,4/3/2021,97951,48,0.3,0
Malaysia,5/3/2021,112313,55,0.34,0
Malaysia,6/3/2021,128104,58,0.39,0
Malaysia,7/3/2021,140671,64,0.43,0
Malaysia,8/3/2021,167857,78,0.51,0
Malaysia,9/3/2021,197919,140,0.6,0
Malaysia,10/3/2021,226685,151,0.69,0
Malaysia,11/3/2021,253195,159,0.77,0
Malaysia,12/3/2021,279308,168,0.85,0
Malaysia,13/03/2021,296360,170,0.9,0
Malaysia,14/03/2021,306661,174,0.94,0
Malaysia,15/03/2021,326829,177,1,0
Malaysia,16/03/2021,352182,183,1.07,0
Malaysia,17/03/2021,372971,246,1.14,0
Malaysia,18/03/2021,390283,1043,1.19,0
Malaysia,19/03/2021,401021,4876,1.22,0.01
Malaysia,20/03/2021,408724,10978,1.25,0.03
Malaysia,21/03/2021,418435,16815,1.28,0.05
Malaysia,22/03/2021,428152,31390,1.31,0.1
Malaysia,23/03/2021,436454,52262,1.33,0.16
Malaysia,24/03/2021,442739,75078,1.35,0.23
Malaysia,25/03/2021,449170,94441,1.37,0.29
Malaysia,26/03/2021,453100,107204,1.38,0.33
Malaysia,27/03/2021,454807,121636,1.39,0.37
Malaysia,28/03/2021,458486,134547,1.4,0.41
Malaysia,29/03/2021,466347,161911,1.42,0.49
Malaysia,30/03/2021,477864,191315,1.46,0.58
Malaysia,31/03/2021,487791,218830,1.49,0.67
Malaysia,1/4/2021,503667,245383,1.54,0.75
Malaysia,2/4/2021,511245,268284,1.56,0.82
Malaysia,3/4/2021,513896,283027,1.57,0.86
Malaysia,4/4/2021,519842,292179,1.59,0.89
Malaysia,5/4/2021,529038,311470,1.61,0.95
Malaysia,6/4/2021,540045,333048,1.65,1.02
Malaysia,7/4/2021,552740,351366,1.69,1.07
Malaysia,8/4/2021,564827,366172,1.72,1.12
Malaysia,9/4/2021,572053,380562,1.75,1.16
Malaysia,10/4/2021,577724,390627,1.76,1.19
Malaysia,11/4/2021,590200,401341,1.8,1.22
Malaysia,12/4/2021,615559,415296,1.88,1.27
Malaysia,13/04/2021,632376,422995,1.93,1.29
Malaysia,14/04/2021,653316,430743,1.99,1.31
Malaysia,15/04/2021,671415,439910,2.05,1.34
Malaysia,16/04/2021,687043,443832,2.1,1.35
Malaysia,17/04/2021,695614,444944,2.12,1.36
Malaysia,18/04/2021,701706,448706,2.14,1.37
Malaysia,19/04/2021,726371,457190,2.22,1.39
Malaysia,20/04/2021,748452,468470,2.28,1.43
Malaysia,21/04/2021,764274,480335,2.33,1.47
Malaysia,22/04/2021,778663,495508,2.38,1.51
Malaysia,23/04/2021,790879,502197,2.41,1.53
Malaysia,24/04/2021,798864,505562,2.44,1.54
Malaysia,25/04/2021,807970,511286,2.47,1.56
Malaysia,26/04/2021,829332,520228,2.53,1.59
Malaysia,27/04/2021,852152,532098,2.6,1.62
Malaysia,28/04/2021,878610,545330,2.68,1.66
Malaysia,29/04/2021,885077,551394,2.7,1.68
Malaysia,30/04/2021,902854,560310,2.75,1.71
Malaysia,1/5/2021,905781,562878,2.76,1.72
Malaysia,2/5/2021,913435,571000,2.79,1.74
Malaysia,3/5/2021,937964,597741,2.86,1.82
Malaysia,4/5/2021,968099,617444,2.95,1.88
Malaysia,5/5/2021,1000196,640350,3.05,1.95
Malaysia,6/5/2021,1037258,659134,3.16,2.01
Malaysia,7/5/2021,1069604,674620,3.26,2.06
Malaysia,8/5/2021,1088294,683061,3.32,2.08
Malaysia,9/5/2021,1114191,689666,3.4,2.1
Malaysia,10/5/2021,1150903,714530,3.51,2.18
Malaysia,11/5/2021,1181424,732986,3.6,2.24
Malaysia,12/5/2021,1191755,740812,3.64,2.26
Malaysia,13/05/2021,1191867,740822,3.64,2.26
Malaysia,14/05/2021,1191927,740831,3.64,2.26
Malaysia,15/05/2021,1202253,741435,3.67,2.26
Malaysia,16/05/2021,1212241,741769,3.7,2.26
Malaysia,17/05/2021,1244718,769975,3.8,2.35
Malaysia,18/05/2021,1290515,802359,3.94,2.45
Malaysia,19/05/2021,1340711,836497,4.09,2.55
Malaysia,20/05/2021,1399957,858494,4.27,2.62
Malaysia,21/05/2021,1442183,877386,4.4,2.68
Malaysia,22/05/2021,1485377,880739,4.53,2.69
Malaysia,23/05/2021,1523388,889156,4.65,2.71
Malaysia,24/05/2021,1593099,915287,4.86,2.79
Malaysia,25/05/2021,1662909,946066,5.07,2.89
Malaysia,26/05/2021,1683406,947975,5.14,2.89
Malaysia,27/05/2021,1742289,997611,5.32,3.04
Malaysia,28/05/2021,1789232,1025187,5.46,3.13
Malaysia,29/05/2021,1840322,1040259,5.61,3.17
Malaysia,30/05/2021,1878725,1064684,5.73,3.25
Malaysia,31/05/2021,1946377,1093385,5.94,3.34
Malaysia,1/6/2021,2021832,1117844,6.17,3.41
Malaysia,2/6/2021,2118862,1127739,6.46,3.44
Malaysia,3/6/2021,2230273,1135608,6.8,3.46
Malaysia,4/6/2021,2316722,1140591,7.07,3.48
Malaysia,5/6/2021,2388908,1141991,7.29,3.48
Malaysia,6/6/2021,2470063,1143605,7.54,3.49
Malaysia,7/6/2021,2530859,1148704,7.72,3.5
Malaysia,8/6/2021,2639343,1195050,8.05,3.65
Malaysia,9/6/2021,2755645,1235813,8.41,3.77
Malaysia,10/6/2021,2869423,1283264,8.75,3.92
Malaysia,11/6/2021,2965470,1313541,9.05,4.01
Malaysia,12/6/2021,3068827,1347607,9.36,4.11
Malaysia,13/06/2021,3173756,1374594,9.68,4.19
Malaysia,14/06/2021,3321670,1430513,10.13,4.36
Malaysia,15/06/2021,3488352,1486708,10.64,4.54
Malaysia,16/06/2021,3694333,1494987,11.27,4.56
Malaysia,17/06/2021,3879256,1539391,11.84,4.7
Malaysia,18/06/2021,4032070,1572136,12.3,4.8
Malaysia,19/06/2021,4167675,1608435,12.72,4.91
Malaysia,20/06/2021,4290054,1632676,13.09,4.98
Malaysia,21/06/2021,4480199,1687380,13.67,5.15
Malaysia,22/06/2021,4679222,1748402,14.28,5.33
Malaysia,23/06/2021,4864086,1828528,14.84,5.58
Malaysia,24/06/2021,5046861,1923268,15.4,5.87
Malaysia,25/06/2021,5201067,1991541,15.87,6.08
Malaysia,26/06/2021,5342644,2047883,16.3,6.25
Malaysia,27/06/2021,5454267,2114078,16.64,6.45
Malaysia,28/06/2021,5620433,2157686,17.15,6.58
Malaysia,29/06/2021,5779159,2243147,17.63,6.84
Malaysia,30/06/2021,5952931,2339917,18.16,7.14
Malaysia,1/7/2021,6136561,2426469,18.72,7.4
Malaysia,2/7/2021,6306614,2497140,19.24,7.62
Malaysia,3/7/2021,6451297,2576449,19.68,7.86
Malaysia,4/7/2021,6586250,2657199,20.09,8.11
Malaysia,5/7/2021,6792669,2778557,20.72,8.48
Malaysia,6/7/2021,7009622,2917627,21.39,8.9
Malaysia,7/7/2021,7228317,3093939,22.05,9.44
Malaysia,8/7/2021,7458183,3254375,22.75,9.93
Malaysia,9/7/2021,7678753,3383963,23.43,10.32
Malaysia,10/7/2021,7898387,3500467,24.1,10.68
Malaysia,11/7/2021,8093028,3603805,24.69,11
Malaysia,12/7/2021,8364692,3766175,25.52,11.49
Malaysia,13/07/2021,8633000,3937432,26.34,12.01
Malaysia,14/07/2021,8927992,4101233,27.24,12.51
Malaysia,15/07/2021,9245488,4262087,28.21,13
Malaysia,16/07/2021,9528936,4395997,29.07,13.41
Malaysia,17/07/2021,9793141,4527527,29.88,13.81
Malaysia,18/07/2021,10045283,4631463,30.65,14.13
Malaysia,19/07/2021,10333687,4785745,31.53,14.6
Malaysia,20/07/2021,10541964,4889117,32.16,14.92
Malaysia,21/07/2021,10830529,5059487,33.04,15.44
Malaysia,22/07/2021,11173523,5236181,34.09,15.98
Malaysia,23/07/2021,11487740,5400586,35.05,16.48
Malaysia,24/07/2021,11783415,5538084,35.95,16.9
Malaysia,25/07/2021,12075650,5663012,36.84,17.28
Malaysia,26/07/2021,12418061,5858530,37.89,17.87
Malaysia,27/07/2021,12784231,6064302,39,18.5
Malaysia,28/07/2021,13159133,6271313,40.15,19.13
Malaysia,29/07/2021,13521881,6489798,41.26,19.8
Malaysia,30/07/2021,13854420,6692736,42.27,20.42
Malaysia,31/07/2021,14190195,6900240,43.29,21.05
Malaysia,1/8/2021,14500423,7085685,44.24,21.62
Malaysia,2/8/2021,14737198,7337688,44.96,22.39
Malaysia,3/8/2021,14990928,7588497,45.74,23.15
Malaysia,4/8/2021,15233651,7861738,46.48,23.99
Malaysia,5/8/2021,15469392,8164475,47.2,24.91
Malaysia,6/8/2021,15674474,8430191,47.82,25.72
Malaysia,7/8/2021,15879286,8677262,48.45,26.47
Malaysia,8/8/2021,16051483,8916816,48.97,27.21
Malaysia,9/8/2021,16254731,9201308,49.59,28.07
Malaysia,10/8/2021,16431631,9402561,50.13,28.69
Malaysia,11/8/2021,16676536,9677073,50.88,29.52
Malaysia,12/8/2021,16894901,10010754,51.55,30.54
Malaysia,13/08/2021,17080742,10321563,52.11,31.49
Malaysia,14/08/2021,17261826,10611043,52.67,32.37
Malaysia,15/08/2021,17419915,10892621,53.15,33.23
Malaysia,16/08/2021,17610956,11227619,53.73,34.26
Malaysia,17/08/2021,17810124,11577588,54.34,35.32
Malaysia,18/08/2021,18017387,11942121,54.97,36.44
Malaysia,19/08/2021,18214522,12293799,55.57,37.51
Malaysia,20/08/2021,18387627,12635011,56.1,38.55
Malaysia,21/08/2021,18563005,12960484,56.64,39.54
Malaysia,22/08/2021,18714049,13274717,57.1,40.5
Malaysia,23/08/2021,18876576,13531019,57.59,41.28
Malaysia,24/08/2021,19046576,13807406,58.11,42.13
Malaysia,25/08/2021,19223111,14082436,58.65,42.97
Malaysia,26/08/2021,19397447,14349289,59.18,43.78
Malaysia,27/08/2021,19558094,14567240,59.67,44.44
Malaysia,28/08/2021,19728021,14777353,60.19,45.09
Malaysia,29/08/2021,19889881,14955233,60.68,45.63
Malaysia,30/08/2021,20090200,15150933,61.3,46.23
Malaysia,31/08/2021,20221961,15309016,61.7,46.71
Malaysia,1/9/2021,20426089,15538081,62.32,47.41
Malaysia,2/9/2021,20626570,15745466,62.93,48.04
Malaysia,3/9/2021,20789248,15947438,63.43,48.66
Malaysia,4/9/2021,20944681,16134925,63.9,49.23
Malaysia,5/9/2021,21097498,16305384,64.37,49.75
Malaysia,6/9/2021,21243711,16505188,64.81,50.36
Malaysia,7/9/2021,21390660,16712373,65.26,50.99
Malaysia,8/9/2021,21531566,16925324,65.69,51.64
Malaysia,9/9/2021,21680837,17133039,66.15,52.27
Malaysia,10/9/2021,21806858,17330660,66.53,52.88
Malaysia,11/9/2021,21910916,17520096,66.85,53.45
Malaysia,12/9/2021,22001138,17686612,67.13,53.96
Malaysia,13/09/2021,22083408,17859621,67.38,54.49
Malaysia,14/09/2021,22167275,18048817,67.63,55.07
Malaysia,15/09/2021,22245601,18247920,67.87,55.67
Malaysia,16/09/2021,22314944,18402005,68.08,56.14
Malaysia,17/09/2021,22399528,18583794,68.34,56.7
Malaysia,18/09/2021,22483069,18759782,68.6,57.24
Malaysia,19/09/2021,22552725,18931294,68.81,57.76
Malaysia,20/09/2021,22656757,19142277,69.13,58.4
Malaysia,21/09/2021,22787891,19290445,69.53,58.86
Malaysia,22/09/2021,22919810,19504807,69.93,59.51
Malaysia,23/09/2021,23061107,19713367,70.36,60.15
Malaysia,24/09/2021,23185813,19881959,70.74,60.66
Malaysia,25/09/2021,23308270,20039994,71.11,61.14
Malaysia,26/09/2021,23431194,20202285,71.49,61.64
Malaysia,27/09/2021,23608356,20364128,72.03,62.13
Malaysia,28/09/2021,23784808,20534436,72.57,62.65
Malaysia,29/09/2021,23983366,20692806,73.17,63.13
Malaysia,30/09/2021,24158720,20864794,73.71,63.66
Malaysia,1/10/2021,24266107,21008111,74.04,64.1
Malaysia,2/10/2021,24360673,21139038,74.32,64.5
Malaysia,3/10/2021,24460904,21257800,74.63,64.86
Malaysia,4/10/2021,24592542,21364072,75.03,65.18
Malaysia,5/10/2021,24720727,21472615,75.42,65.51
Malaysia,6/10/2021,24838825,21576472,75.78,65.83
Malaysia,7/10/2021,24950991,21671461,76.13,66.12
Malaysia,8/10/2021,25028727,21779451,76.36,66.45
Malaysia,9/10/2021,25071279,21889638,76.49,66.79
Malaysia,10/10/2021,25105181,21993693,76.6,67.1
Malaysia,11/10/2021,25161220,22135824,76.77,67.54
Malaysia,12/10/2021,25220363,22295527,76.95,68.02
Malaysia,13/10/2021,25275113,22457863,77.11,68.52
Malaysia,14/10/2021,25319539,22628807,77.25,69.04
Malaysia,15/10/2021,25358454,22766867,77.37,69.46
Malaysia,16/10/2021,25375549,22884872,77.42,69.82
Malaysia,17/10/2021,25393787,23007671,77.48,70.2
Malaysia,18/10/2021,25427905,23182308,77.58,70.73
Malaysia,19/10/2021,25444069,23305589,77.63,71.11
Malaysia,20/10/2021,25476250,23525891,77.73,71.78
Malaysia,21/10/2021,25510301,23720006,77.83,72.37
Malaysia,22/10/2021,25540268,23839946,77.92,72.74
Malaysia,23/10/2021,25552787,23940494,77.96,73.04
Malaysia,24/10/2021,25565066,24052520,78,73.38
Malaysia,25/10/2021,25590344,24199204,78.08,73.83
Malaysia,26/10/2021,25616496,24340829,78.16,74.26
Malaysia,27/10/2021,25637459,24469192,78.22,74.66
Malaysia,28/10/2021,25658561,24589839,78.28,75.02
Malaysia,29/10/2021,25674839,24674255,78.33,75.28
Malaysia,30/10/2021,25682540,24726111,78.36,75.44
Malaysia,31/10/2021,25689464,24770106,78.38,75.57
Malaysia,1/11/2021,25699672,24828353,78.41,75.75
Malaysia,2/11/2021,25710026,24887254,78.44,75.93
Malaysia,3/11/2021,25719125,24932309,78.47,76.07
Malaysia,4/11/2021,25722434,24951910,78.48,76.13
Malaysia,5/11/2021,25728428,24983823,78.5,76.23
Malaysia,6/11/2021,25733573,24997857,78.51,76.27
Malaysia,7/11/2021,25737373,25012622,78.52,76.31
Malaysia,8/11/2021,25744189,25058376,78.55,76.45
Malaysia,9/11/2021,25752875,25090114,78.57,76.55
Malaysia,10/11/2021,25761262,25130009,78.6,76.67
Malaysia,11/11/2021,25770661,25175094,78.63,76.81
Malaysia,12/11/2021,25778489,25210097,78.65,76.92
Malaysia,13/11/2021,25782286,25226733,78.66,76.97
Malaysia,14/11/2021,25785985,25238275,78.67,77
Malaysia,15/11/2021,25792579,25265831,78.69,77.09
Malaysia,16/11/2021,25799921,25292633,78.72,77.17
Malaysia,17/11/2021,25806538,25314087,78.74,77.23
Malaysia,18/11/2021,25814009,25335763,78.76,77.3
Malaysia,19/11/2021,25821133,25353698,78.78,77.35
Malaysia,20/11/2021,25824226,25360327,78.79,77.37
Malaysia,21/11/2021,25826715,25365534,78.8,77.39
Malaysia,22/11/2021,25831885,25377954,78.81,77.43
Malaysia,23/11/2021,25837384,25388979,78.83,77.46
Malaysia,24/11/2021,25842760,25397998,78.85,77.49
Malaysia,25/11/2021,25848771,25404303,78.86,77.51
Malaysia,26/11/2021,25853767,25411265,78.88,77.53
Malaysia,27/11/2021,25856309,25416784,78.89,77.55
Malaysia,28/11/2021,25858645,25420566,78.89,77.56
Malaysia,29/11/2021,25863366,25427593,78.91,77.58
Malaysia,30/11/2021,25868676,25436516,78.93,77.61
Malaysia,1/12/2021,25874298,25444770,78.94,77.63
Malaysia,2/12/2021,25880004,25453938,78.96,77.66
Malaysia,3/12/2021,25884628,25460954,78.97,77.68
Malaysia,4/12/2021,25888012,25465136,78.98,77.69
Malaysia,5/12/2021,25889853,25467940,78.99,77.7
Malaysia,6/12/2021,25894926,25474362,79.01,77.72
Malaysia,7/12/2021,25899906,25481326,79.02,77.74
Malaysia,8/12/2021,25904873,25487915,79.04,77.76
Malaysia,9/12/2021,25909976,25495581,79.05,77.79
Malaysia,10/12/2021,25910257,25502156,79.05,77.81
Malaysia,11/12/2021,25910398,25504502,79.05,77.81
Malaysia,12/12/2021,25910596,25506503,79.05,77.82
Malaysia,13/12/2021,25910893,25511437,79.05,77.84
Malaysia,14/12/2021,25911136,25516408,79.05,77.85
Malaysia,15/12/2021,25911302,25516713,79.06,77.85
Singapore,10/5/2021,1852684,1284646,33.97,23.56
Singapore,13/05/2021,1900000,1300000,34.84,23.84
Singapore,17/05/2021,1966524,1440544,36.06,26.41
Singapore,24/05/2021,2112450,1616419,38.73,29.64
Singapore,31/05/2021,2281154,1766497,41.83,32.39
Singapore,7/6/2021,2503814,1888253,45.91,34.62
Singapore,14/06/2021,2700446,1990940,49.52,36.51
Singapore,21/06/2021,2971570,2057436,54.49,37.73
Singapore,28/06/2021,3271610,2094193,59.99,38.4
Singapore,2/7/2021,3426468,2125145,62.83,38.97
Singapore,3/7/2021,3550181,2156751,65.1,39.55
Singapore,4/7/2021,3608688,2172015,66.17,39.83
Singapore,5/7/2021,3670862,2187709,67.31,40.11
Singapore,6/7/2021,3729907,2203272,68.39,40.4
Singapore,9/7/2021,3895149,2267975,71.42,41.59
Singapore,12/7/2021,4022809,2367424,73.76,43.41
Singapore,13/07/2021,4052434,2420824,74.31,44.39
Singapore,16/07/2021,4118334,2609367,75.52,47.85
Singapore,17/07/2021,4136551,2676171,75.85,49.07
Singapore,18/07/2021,4153143,2747489,76.15,50.38
Singapore,19/07/2021,4164922,2792430,76.37,51.2
Singapore,20/07/2021,4165024,2792667,76.37,51.21
Singapore,22/07/2021,4201110,2897480,77.03,53.13
Singapore,23/07/2021,4217627,2963275,77.34,54.34
Singapore,24/07/2021,4230379,3020766,77.57,55.39
Singapore,25/07/2021,4242505,3070092,77.79,56.29
Singapore,26/07/2021,4254789,3122180,78.02,57.25
Singapore,27/07/2021,4267577,3158737,78.25,57.92
Singapore,29/07/2021,4290278,3261603,78.67,59.81
Singapore,30/07/2021,4299667,3327272,78.84,61.01
Singapore,31/07/2021,4307602,3391799,78.99,62.19
Singapore,1/8/2021,4313182,3448193,79.09,63.23
Singapore,2/8/2021,4321223,3505975,79.24,64.29
Singapore,3/8/2021,4329956,3561452,79.4,65.3
Singapore,4/8/2021,4337397,3618488,79.53,66.35
Singapore,6/8/2021,4351541,3744802,79.79,68.67
Singapore,7/8/2021,4359495,3807652,79.94,69.82
Singapore,8/8/2021,4367061,3862510,80.08,70.82
Singapore,9/8/2021,4373550,3897650,80.2,71.47
Singapore,11/8/2021,4466037,3992931,81.89,73.22
Singapore,12/8/2021,4485559,4071978,82.25,74.67
Singapore,14/08/2021,4507848,4169030,82.66,76.45
Singapore,19/08/2021,4543481,4266439,83.31,78.23
Singapore,20/08/2021,4551878,4329835,83.47,79.39
Singapore,21/08/2021,4559744,4337317,83.61,79.53
Singapore,22/08/2021,4562947,4340364,83.67,79.59
Singapore,23/08/2021,4567396,4344596,83.75,79.66
Singapore,24/08/2021,4571609,4348604,83.83,79.74
Singapore,25/08/2021,4576105,4355570,83.91,79.87
Singapore,26/08/2021,4580071,4359345,83.98,79.94
Singapore,27/08/2021,4585919,4364911,84.09,80.04
Singapore,28/08/2021,4590629,4424703,84.18,81.13
Singapore,29/08/2021,4593269,4427247,84.22,81.18
Singapore,30/08/2021,4597435,4431263,84.3,81.25
Singapore,31/08/2021,4601255,4434945,84.37,81.32
Singapore,1/9/2021,4604828,4438388,84.44,81.38
Singapore,2/9/2021,4608483,4441911,84.5,81.45
Singapore,11/9/2021,4641315,4475554,85.11,82.07
Singapore,12/9/2021,4642991,4477170,85.14,82.1
Singapore,13/09/2021,4645522,4479610,85.18,82.14
Singapore,14/09/2021,4648305,4482294,85.23,82.19
Singapore,25/09/2021,4680148,4514966,85.82,82.79
Singapore,26/09/2021,4681517,4516287,85.84,82.81
Singapore,28/09/2021,4692489,4526872,86.04,83.01
Singapore,29/09/2021,4693813,4528149,86.07,83.03
Singapore,30/09/2021,4695781,4530048,86.1,83.07
Singapore,1/10/2021,4697603,4531805,86.14,83.1
Singapore,2/10/2021,4698535,4532704,86.15,83.11
Singapore,3/10/2021,4699026,4533178,86.16,83.12
Singapore,4/10/2021,4700524,4589923,86.19,84.16
Singapore,5/10/2021,4702719,4592067,86.23,84.2
Singapore,6/10/2021,4704285,4593596,86.26,84.23
Singapore,7/10/2021,4707177,4596420,86.31,84.28
Singapore,8/10/2021,4711200,4600348,86.39,84.35
Singapore,9/10/2021,4714069,4603150,86.44,84.41
Singapore,10/10/2021,4716546,4605568,86.49,84.45
Singapore,11/10/2021,4720530,4609459,86.56,84.52
Singapore,12/10/2021,4724247,4668668,86.63,85.61
Singapore,13/10/2021,4727310,4671695,86.68,85.66
Singapore,14/10/2021,4730374,4674723,86.74,85.72
Singapore,15/10/2021,4733819,4678127,86.8,85.78
Singapore,16/10/2021,4736518,4680794,86.85,85.83
Singapore,17/10/2021,4738426,4682680,86.89,85.86
Singapore,18/10/2021,4741030,4685253,86.93,85.91
Singapore,19/10/2021,4742997,4687197,86.97,85.95
Singapore,3/12/2021,4744632,4744632,87,87
Thailand,01/04/2021,167235,37407,0.24,0.05
Thailand,02/04/2021,189666,42216,0.27,0.06
Thailand,03/04/2021,201864,42390,0.29,0.06
Thailand,04/04/2021,213948,43536,0.31,0.06
Thailand,05/04/2021,247850,47031,0.35,0.07
Thailand,06/04/2021,274354,49635,0.39,0.07
Thailand,07/04/2021,336808,54944,0.48,0.08
Thailand,08/04/2021,405911,60463,0.58,0.09
Thailand,09/04/2021,470301,67079,0.67,0.1
Thailand,10/04/2021,485957,69439,0.69,0.1
Thailand,11/04/2021,498791,71261,0.71,0.1
Thailand,12/04/2021,505215,73317,0.72,0.1
Thailand,13/04/2021,505744,73561,0.72,0.11
Thailand,15/04/2021,510456,75576,0.73,0.11
Thailand,16/04/2021,523830,81429,0.75,0.12
Thailand,17/04/2021,526706,81815,0.75,0.12
Thailand,18/04/2021,535925,82658,0.77,0.12
Thailand,19/04/2021,571825,94385,0.82,0.13
Thailand,20/04/2021,604947,107663,0.86,0.15
Thailand,21/04/2021,746617,118223,1.07,0.17
Thailand,22/04/2021,834082,130743,1.19,0.19
Thailand,23/04/2021,934449,160996,1.34,0.23
Thailand,24/04/2021,949124,175029,1.36,0.25
Thailand,25/04/2021,972204,177462,1.39,0.25
Thailand,26/04/2021,1012388,214644,1.45,0.31
Thailand,27/04/2021,1038960,240753,1.49,0.34
Thailand,28/04/2021,1059721,284925,1.51,0.41
Thailand,29/04/2021,1075756,335858,1.54,0.48
Thailand,30/04/2021,1095230,381848,1.57,0.55
Thailand,01/05/2021,1097862,386703,1.57,0.55
Thailand,02/05/2021,1099460,387447,1.57,0.55
Thailand,03/05/2021,1106071,392546,1.58,0.56
Thailand,04/05/2021,1150564,422511,1.64,0.6
Thailand,05/05/2021,1167719,434114,1.67,0.62
Thailand,06/05/2021,1201258,450524,1.72,0.64
Thailand,07/05/2021,1262703,467785,1.81,0.67
Thailand,08/05/2021,1273666,470054,1.82,0.67
Thailand,09/05/2021,1296440,513454,1.85,0.73
Thailand,10/05/2021,1365992,532462,1.95,0.76
Thailand,11/05/2021,1372013,563552,1.96,0.81
Thailand,12/05/2021,1395130,645233,1.99,0.92
Thailand,13/05/2021,1416732,708300,2.03,1.01
Thailand,16/05/2021,1482702,781606,2.12,1.12
Thailand,17/05/2021,1521034,819961,2.17,1.17
Thailand,18/05/2021,1585773,859872,2.27,1.23
Thailand,19/05/2021,1647871,892245,2.36,1.28
Thailand,20/05/2021,1726431,921825,2.47,1.32
Thailand,21/05/2021,1849393,962156,2.64,1.38
Thailand,22/05/2021,1898332,966759,2.71,1.38
Thailand,23/05/2021,1941565,969099,2.78,1.39
Thailand,24/05/2021,2044123,980190,2.92,1.4
Thailand,25/05/2021,2157609,989618,3.08,1.41
Thailand,26/05/2021,2214721,994161,3.17,1.42
Thailand,27/05/2021,2319304,1027746,3.32,1.47
Thailand,28/05/2021,2415903,1088222,3.45,1.56
